,geoid10,H7X001
2632,371290117012009,22
2633,371290117012010,64
2634,371290117012011,327
2635,371290117012012,17
2636,371290117012013,0
2637,371290117012014,0
2638,371290117012015,24
2639,371290117012016,21
2640,371290117012017,10
2641,371290117012018,67
2642,371290117012019,15
2643,371290117012020,34
2644,371290117012021,71
2645,371290117012022,21
2646,371290117012023,35
2647,371290117012024,40
2648,371290117012025,29
2649,371290117012026,176
2650,371290117012027,79
2651,371290117012028,12
2652,371290117012029,104
2653,371290117012030,0
2654,371290117012031,0
2655,371290117012032,105
2656,371290117012033,0
2657,371290117012034,32
2658,371290117012035,98
2659,371290117012036,66
2660,371290117012037,60
2661,371290117012038,49
2662,371290117012039,88
2663,371290117012040,90
2664,371290117012041,0
2665,371290117012042,0
2666,371290117012043,0
2667,371290117012044,22
2668,371290117012045,0
2669,371290117012046,43
2670,371290117012047,0
2671,371290117012048,0
2672,371290117012049,0
2673,371290117012050,65
2674,371290117012051,212
2675,371290117012052,25
2676,371290117012053,88
2677,371290117012054,32
2678,371290117012055,30
2679,371290117012056,21
2680,371290117012057,0
2681,371290117012058,180
2682,371290117012059,14
2683,371290117012060,23
2684,371290117012061,0
2685,371290117012062,0
2686,371290117031000,381
2687,371290117031001,0
2688,371290117031002,21
2689,371290117031003,30
2690,371290117031004,4
2691,371290117031005,422
2692,371290117031006,0
2693,371290117031007,2
2694,371290117031008,20
2695,371290117031009,21
2696,371290117031010,134
2697,371290117031011,23
2698,371290117031012,172
2699,371290117031013,3
2700,371290117031014,96
2701,371290117031015,0
2702,371290117031016,0
2703,371290117031017,50
2704,371290117031018,25
2705,371290117031019,0
2706,371290117031020,0
2707,371290117031021,0
2708,371290117031022,0
2709,371290117031023,0
2710,371290117031024,0
2711,371290117031025,0
2712,371290117031026,0
2713,371290117031027,144
2714,371290117031028,0
2715,371290117031029,25
2716,371290117031030,0
2717,371290117031031,0
2718,371290117031032,91
2719,371290117032000,0
2720,371290117032001,0
2721,371290117032002,0
2722,371290117032003,0
2723,371290117032004,0
2724,371290117032005,0
2725,371290117032006,60
2726,371290117032007,1464
2727,371290117032008,0
2728,371290117032009,0
2729,371290117032010,25
2730,371290117032011,35
2731,371290117032012,0
2732,371290117032013,7
2733,371290117032014,0
2734,371290117032015,15
2735,371290117032016,0
2736,371290117032017,93
2737,371290117032018,221
2738,371290117032019,38
2739,371290117032020,98
2740,371290117032021,18
2741,371290117032022,10
2742,371290117032023,0
2743,371290117032024,0
2744,371290117032025,0
2745,371290117032026,0
2746,371290117032027,0
2747,371290117032028,0
2748,371290117032029,0
2749,371290117032030,0
2750,371290117032031,0
2751,371290117032032,0
2752,371290117032033,33
2753,371290117032034,0
2754,371290117032035,0
2755,371290117032036,21
2756,371290117032037,0
2757,371290117032038,0
2758,371290117051000,720
2759,371290117051001,23
2760,371290117051002,97
2761,371290117051003,29
2762,371290117051004,43
2763,371290117051005,48
2764,371290117051006,31
2765,371290117051007,59
2766,371290117051008,54
2767,371290117051009,70
2768,371290117051010,114
2769,371290117051011,93
2770,371290117051012,65
2771,371290117051013,23
2772,371290117051014,197
2773,371290117051015,135
2774,371290117051016,0
2775,371290117052000,76
2776,371290117052001,46
2777,371290117052002,513
2778,371290117052003,68
2779,371290117052004,90
2780,371290117052005,44
2781,371290117052006,74
2782,371290117052007,33
2783,371290117052008,46
2784,371290117052009,41
2785,371290117052010,20
2786,371290117052011,20
2787,371290117052012,53
2788,371290117052013,59
2789,371290117052014,51
2790,371290117053000,0
2791,371290117053001,107
2792,371290117053002,837
2793,371290117053003,55
2794,371290117053004,85
2795,371290117053005,48
2796,371290117053006,51
2797,371290117053007,74
2798,371290117053008,37
2799,371290117053009,26
2800,371290117053010,78
2801,371290117053011,276
2802,371290117053012,75
2803,371290117053013,138
2804,371290117053014,68
2805,371290117053015,24
2806,371290117053016,33
2807,371290117053017,21
2808,371290117053018,319
2809,371290117053019,0
2810,371290117053020,34
2811,371290117053021,0
2812,371290117053022,0
2813,371290117053023,39
2814,371290117053024,0
2815,371290117053025,0
2816,371290117053026,0
2817,371290117053027,0
2818,371290117053028,71
2819,371290117053029,23
2820,371290117054000,0
2821,371290117054001,0
2822,371290117054002,0
2823,371290117054003,0
2824,371290117054004,1130
2825,371290117054005,49
2826,371290117054006,296
2827,371290117054007,0
2828,371290117054008,9
2829,371290117054009,25
2830,371290117054010,27
2831,371290117054011,66
2832,371290117054012,23
2833,371290117054013,13
2834,371290117054014,202
2835,371290117054015,129
2836,371290117054016,11
2837,371290117054017,0
2838,371290117054018,0
2839,371290117054019,0
2840,371290117054020,0
2841,371290117054021,51
2842,371290117054022,169
2843,371290117054023,36
2844,371290117054024,23
2845,371290117054025,15
2846,371290117054026,0
2847,371290117054027,10
2848,371290117054028,56
2849,371290117054029,2
2850,371290117054030,0
2851,371290117054031,47
2852,371290117054032,27
2853,371290117054033,6
2854,371290117054034,41
2855,371290117054035,0
2856,371290117054036,0
2857,371290117054037,16
2858,371290117054038,6
2859,371290118001000,0
2860,371290118001001,187
2861,371290118001002,6
2862,371290118001003,0
2863,371290118001004,2
2864,371290118001005,27
2865,371290118001006,0
2866,371290118001007,49
2867,371290118001008,0
2868,371290118001009,0
2869,371290118001010,0
2870,371290118001011,0
2871,371290118001012,0
2872,371290118001013,0
2873,371290118001014,16
2874,371290118001015,24
2875,371290118001016,2
2876,371290118001017,0
2877,371290118001018,0
2878,371290118001019,0
2879,371290118001020,0
2880,371290118001021,0
2881,371290118001022,0
2882,371290118001023,0
2883,371290118001024,0
2884,371290118001025,0
2885,371290118001026,0
2886,371290118001027,0
2887,371290118001028,0
2888,371290118001029,8
2889,371290118001030,0
2890,371290118001031,165
2891,371290118001032,48
2892,371290118001033,30
2893,371290118001034,2
2894,371290118001035,23
2895,371290118001036,7
2896,371290118001037,0
2897,371290118001038,1
2898,371290118001039,10
2899,371290118001040,0
2900,371290118001041,63
2901,371290118001042,13
2902,371290118001043,6
2903,371290118001044,0
2904,371290118001045,13
2905,371290118001046,30
2906,371290118001047,59
2907,371290118001048,5
2908,371290118001049,0
2909,371290118001050,0
2910,371290118001051,0
2911,371290118001052,0
2912,371290118001053,0
2913,371290118001054,0
2914,371290118001055,0
2915,371290118001056,0
2916,371290118001057,0
2917,371290118001058,0
2918,371290118001059,0
2919,371290118001060,0
2920,371290118001061,0
2921,371290118001062,0
2922,371290118001063,0
2923,371290118001064,0
2924,371290118001065,0
2925,371290118001066,0
2926,371290118001067,0
2927,371290118001068,0
2928,371290118001069,0
2929,371290118001070,0
2930,371290118001071,57
2931,371290118001072,9
2932,371290118001073,36
2933,371290118001074,69
2934,371290118001075,22
2935,371290118001076,0
2936,371290118001077,0
2937,371290118001078,0
2938,371290118001079,0
2939,371290118001080,9
2940,371290118001081,12
2941,371290118001082,10
2942,371290118001083,6
2943,371290118001084,0
2944,371290118001085,0
2945,371290118001086,0
2946,371290118001087,0
2947,371290118001088,0
2948,371290118001089,0
2949,371290118001090,0
2950,371290118001091,0
2951,371290118001092,0
2952,371290118001093,0
2953,371290118002000,0
2954,371290118002001,0
2955,371290118002002,108
2956,371290118002003,0
2957,371290118002004,49
2958,371290118002005,0
2959,371290118002006,65
2960,371290118002007,33
2961,371290118002008,0
2962,371290118002009,0
2963,371290118002010,0
2964,371290118002011,0
2965,371290118002012,0
2966,371290118002013,0
2967,371290118002014,151
2968,371290118002015,9
2969,371290118002016,0
2970,371290118002017,40
2971,371290118002018,38
2972,371290118002019,0
2973,371290118002020,0
2974,371290118002021,26
2975,371290118002022,213
2976,371290118002023,218
2977,371290118002024,0
2978,371290118002025,0
2979,371290118002026,0
2980,371290118002027,0
2981,371290118002028,3
2982,371290118002029,6
2983,371290118003000,0
2984,371290118003001,0
2985,371290118003002,0
2986,371290118003003,0
2987,371290118003004,89
2988,371290118003005,23
2989,371290118003006,4
2990,371290118003007,16
2991,371290118003008,0
2992,371290118003009,0
2993,371290118003010,0
2994,371290118003011,0
2995,371290118003012,23
2996,371290118003013,0
2997,371290118003014,0
2998,371290118003015,0
2999,371290118003016,0
3000,371290118003017,0
3001,371290118003018,0
3002,371290118003019,0
3003,371290118003020,0
3004,371290118003021,0
3005,371290118003022,123
3006,371290118003023,7
3007,371290118003024,132
3008,371290118003025,71
3009,371290118003026,0
3010,371290118003027,0
3011,371290118003028,0
3012,371290118003029,0
3013,371290118003030,0
3014,371290119021000,0
3015,371290119021001,23
3016,371290119021002,33
3017,371290119021003,0
3018,371290119021004,0
3019,371290119021005,0
3020,371290119021006,0
3021,371290119021007,234
3022,371290119021008,0
3023,371290119021009,0
3024,371290119021010,0
3025,371290119021011,0
3026,371290119021012,0
3027,371290119021013,0
3028,371290119021014,0
3029,371290119021015,0
3030,371290119021016,195
3031,371290119021017,0
3032,371290119021018,619
3033,371290119021019,42
3034,371290119021020,18
3035,371290119021021,149
3036,371290119021022,0
3037,371290119021023,13
3038,371290119021024,19
3039,371290119021025,0
3040,371290119021026,73
3041,371290119021027,21
3042,371290119021028,1
3043,371290119021029,29
3044,371290119021030,37
3045,371290119021031,0
3046,371290119021032,17
3047,371290119021033,16
3048,371290119021034,3
3049,371290119021035,77
3050,371290119021036,54
3051,371290119021037,27
3052,371290119021038,0
3053,371290119021039,10
3054,371290119021040,0
3055,371290119021041,0
3056,371290119021042,0
3057,371290119022000,126
3058,371290119022001,62
3059,371290119022002,34
3060,371290119022003,47
3061,371290119022004,49
3062,371290119022005,66
3063,371290119022006,161
3064,371290119022007,10
3065,371290119022008,80
3066,371290119022009,36
3067,371290119022010,11
3068,371290119022011,48
3069,371290119022012,12
3070,371290119022013,40
3071,371290119022014,0
3072,371290119022015,31
3073,371290119022016,47
3074,371290119022017,51
3075,371290119022018,12
3076,371290119022019,31
3077,371290119022020,35
3078,371290119022021,37
3079,371290119022022,10
3080,371290119022023,4
3081,371290119023000,6
3082,371290119023001,27
3083,371290119023002,157
3084,371290119023003,18
3085,371290119023004,42
3086,371290119023005,17
3087,371290119023006,153
3088,371290119023007,148
3089,371290119023008,36
3090,371290119023009,112
3091,371290119023010,0
3092,371290119023011,199
3093,371290119023012,59
3094,371290119023013,41
3095,371290119023014,68
3096,371290119023015,38
3097,371290119023016,10
3098,371290119023017,0
3099,371290119023018,0
3100,371290119023019,31
3101,371290119023020,0
3102,371290119023021,16
3103,371290119023022,24
3104,371290119023023,0
3105,371290119023024,20
3106,371290119023025,3
3107,371290119023026,22
3108,371290119023027,73
3109,371290119023028,4
3110,371290119023029,0
3111,371290119023030,34
3112,371290119023031,18
3113,371290119023032,37
3114,371290119023033,2
3115,371290119023034,55
3116,371290119023035,19
3117,371290119023036,0
3118,371290119023037,3
3119,371290119023038,0
3120,371290119023039,21
3121,371290119023040,19
3122,371290119024000,0
3123,371290119024001,49
3124,371290119024002,192
3125,371290119024003,24
3126,371290119024004,315
3127,371290119024005,161
3128,371290119024006,0
3129,371290119024007,0
3130,371290119024008,5
3131,371290119024009,0
3132,371290119024010,0
3133,371290119031000,5
3134,371290119031001,0
3135,371290119031002,0
3136,371290119031003,0
3137,371290119031004,0
3138,371290119031005,0
3139,371290119031006,0
3140,371290119031007,0
3141,371290119031008,0
3142,371290119031009,0
3143,371290119031010,0
3144,371290119031011,0
3145,371290119031012,0
3146,371290119031013,0
3147,371290119031014,11
3148,371290119031015,0
3149,371290119031016,1
3150,371290119031017,0
3151,371290119031018,0
3152,371290119031019,0
3153,371290119031020,54
3154,371290119031021,91
3155,371290119031022,203
3156,371290119031023,29
3157,371290119031024,0
3158,371290119031025,36
3159,371290119031026,12
3160,371290119031027,0
3161,371290119031028,89
3162,371290119032000,0
3163,371290119032001,0
3164,371290119032002,0
3165,371290119032003,0
3166,371290119032004,0
3167,371290119032005,0
3168,371290119032006,220
3169,371290119032007,0
3170,371290119032008,0
3171,371290119032009,42
3172,371290119032010,0
3173,371290119032011,395
3174,371290119032012,0
3175,371290119032013,0
3176,371290119032014,0
3177,371290119032015,32
3178,371290119032016,774
3179,371290119032017,0
3180,371290119032018,45
3181,371290119032019,25
3182,371290119032020,0
3183,371290119033000,74
3184,371290119033001,9
3185,371290119033002,103
3186,371290119033003,297
3187,371290119033004,20
3188,371290119033005,78
3189,371290119033006,32
3190,371290119033007,7
3191,371290119033008,83
3192,371290119033009,12
3193,371290119034000,1066
3194,371290119034001,0
3195,371290119034002,1153
3196,371290119034003,0
3197,371290119034004,508
3198,371290119034005,0
3199,371290119034006,626
3200,371290119034007,0
3201,371290119034008,0
3202,371290119034009,0
3203,371290119034010,32
3204,371290119034011,0
3205,371290119034012,0
3206,371290119034013,0
3207,371290119034014,0
3208,371290119034015,892
3209,371290119034016,363
3210,371290119034017,0
3211,371290119034018,0
3212,371290119034019,0
3213,371290119034020,0
3214,371290119034021,0
3215,371290119034022,0
3216,371290119034023,0
3217,371290119035000,123
3218,371290119035001,14
3219,371290119035002,3
3220,371290119035003,40
3221,371290119035004,50
3222,371290119035005,41
3223,371290119035006,456
3224,371290119035007,3
3225,371290119035008,6
3226,371290119035009,115
3227,371290119035010,62
3228,371290119035011,32
3229,371290119035012,15
3230,371290119035013,0
3231,371290119035014,0
3232,371290119035015,30
3233,371290119035016,30
3234,371290119035017,55
3235,371290119035018,20
3236,371290119041000,0
3237,371290119041001,12
3238,371290119041002,0
3239,371290119041003,3
3240,371290119041004,0
3241,371290119041005,38
3242,371290119041006,0
3243,371290119041007,0
3244,371290119041008,0
3245,371290119041009,0
3246,371290119041010,187
3247,371290119041011,0
3248,371290119041012,0
3249,371290119041013,0
3250,371290119041014,10
3251,371290119041015,17
3252,371290119041016,11
3253,371290119041017,177
3254,371290119041018,0
3255,371290119041019,0
3256,371290119042000,606
3257,371290119042001,0
3258,371290119042002,55
3259,371290119042003,51
3260,371290119042004,0
3261,371290119042005,0
3262,371290119042006,0
3263,371290119042007,0
3264,371290119042008,0
3265,371290119042009,21
3266,371290119042010,107
3267,371290119042011,86
3268,371290119042012,1
3269,371290119042013,0
3270,371290119042014,0
3271,371290119042015,0
3272,371290119042016,0
3273,371290119042017,0
3274,371290119042018,0
3275,371290119042019,0
3276,371290119042020,64
3277,371290119042021,91
3278,371290119042022,78
3279,371290119042023,16
3280,371290119042024,0
3281,371290119042025,0
3282,371290119042026,1
3283,371290119042027,0
3284,371290119042028,108
3285,371290119042029,17
3286,371290119042030,1
3287,371290119042031,0
3288,371290119042032,0
3289,371290119042033,0
3290,371290119042034,0
3291,371290119042035,0
3292,371290119042036,26
3293,371290119042037,36
3294,371290119042038,9
3295,371290119042039,0
3296,371290120011000,214
3297,371290120011001,55
3298,371290120011002,13
3299,371290120011003,52
3300,371290120011004,2
3301,371290120011005,2
3302,371290120011006,0
3303,371290120011007,23
3304,371290120011008,0
3305,371290120011009,106
3306,371290120011010,0
3307,371290120011011,0
3308,371290120011012,77
3309,371290120011013,0
3310,371290120011014,60
3311,371290120011015,64
3312,371290120011016,53
3313,371290120011017,221
3314,371290120011018,2
3315,371290120011019,40
3316,371290120011020,57
3317,371290120011021,250
3318,371290120011022,14
3319,371290120011023,0
3320,371290120011024,0
3321,371290120011025,0
3322,371290120011026,0
3323,371290120011027,17
3324,371290120011028,9
3325,371290120011029,29
3326,371290120011030,0
3327,371290120011031,0
3328,371290120012000,338
3329,371290120012001,42
3330,371290120012002,22
3331,371290120012003,49
3332,371290120012004,38
3333,371290120012005,4
3334,371290120012006,56
3335,371290120012007,1024
3336,371290120012008,175
3337,371290120012009,74
3338,371290120012010,19
3339,371290120012011,41
3340,371290120012012,55
3341,371290120012013,45
3342,371290120012014,12
3343,371290120012015,47
3344,371290120012016,0
3345,371290120012017,34
3346,371290120012018,50
3347,371290120012019,70
3348,371290120012020,83
3349,371290120012021,9
3350,371290120012022,5
3351,371290120012023,135
3352,371290120012024,86
3353,371290120012025,26
3354,371290120012026,27
3355,371290120012027,139
3356,371290120012028,0
3357,371290120012029,42
3358,371290120012030,17
3359,371290120012031,29
3360,371290120012032,22
3361,371290120012033,39
3362,371290120012034,40
3363,371290120012035,218
3364,371290120012036,0
3365,371290120012037,0
3366,371290120013000,22
3367,371290120013001,0
3368,371290120013002,0
3369,371290120013003,0
3370,371290120013004,81
3371,371290120013005,2
3372,371290120013006,347
3373,371290120013007,2
3374,371290120013008,6
3375,371290120013009,9
3376,371290120013010,21
3377,371290120013011,0
3378,371290120013012,0
3379,371290120013013,104
3380,371290120013014,0
3381,371290120013015,42
3382,371290120013016,12
3383,371290120013017,0
3384,371290120013018,0
3385,371290120013019,0
3386,371290120013020,0
3387,371290120013021,0
3388,371290120013022,14
3389,371290120013023,35
3390,371290120013024,0
3391,371290120013025,66
3392,371290120013026,17
3393,371290120013027,0
3394,371290120013028,2
3395,371290120013029,104
3396,371290120013030,604
3397,371290120013031,0
3398,371290120013032,0
3399,371290120013033,50
3400,371290120013034,6
3401,371290120013035,58
3402,371290120013036,0
3403,371290120013037,43
3404,371290120013038,48
3405,371290120013039,0
3406,371290120014000,312
3407,371290120014001,15
3408,371290120014002,258
3409,371290120014003,29
3410,371290120014004,35
3411,371290120014005,48
3412,371290120014006,1
3413,371290120014007,7
3414,371290120014008,72
3415,371290120014009,1
3416,371290120014010,0
3417,371290120014011,42
3418,371290120014012,6
3419,371290120014013,0
3420,371290120014014,0
3421,371290120014015,0
3422,371290120014016,0
3423,371290120014017,0
3424,371290120014018,0
3425,371290120014019,0
3426,371290120014020,0
3427,371290120014021,0
3428,371290120014022,0
3429,371290120014023,0
3430,371290120014024,20
3431,371290120041000,0
3432,371290120041001,177
3433,371290120041002,1
3434,371290120041003,4
3435,371290120041004,6
3436,371290120041005,0
3437,371290120041006,305
3438,371290120041007,26
3439,371290120041008,7
3440,371290120041009,12
3441,371290120041010,41
3442,371290120041011,12
3443,371290120041012,591
3444,371290120041013,375
3445,371290120041014,0
3446,371290120041015,10
3447,371290120041016,0
3448,371290120041017,0
3449,371290120041018,0
3450,371290120041019,0
3451,371290120041020,0
3452,371290120041021,0
3453,371290120041022,0
3454,371290120041023,0
3455,371290120041024,0
3456,371290120041025,0
3457,371290120041026,0
3458,371290120041027,128
3459,371290120041028,108
3460,371290120041029,196
3461,371290120041030,50
3462,371290120041031,550
3463,371290120041032,110
3464,371290120041033,64
3465,371290120041034,14
3466,371290120041035,0
3467,371290120041036,0
3468,371290120041037,0
3469,371290120041038,145
3470,371290120041039,0
3471,371290120041040,0
3472,371290120042000,0
3473,371290120042001,70
3474,371290120042002,81
3475,371290120042003,0
3476,371290120042004,117
3477,371290120042005,24
3478,371290120042006,0
3479,371290120042007,122
3480,371290120042008,83
3481,371290120042009,0
3482,371290120042010,99
3483,371290120042011,61
3484,371290120042012,16
3485,371290120042013,44
3486,371290120042014,0
3487,371290120061000,0
3488,371290120061001,0
3489,371290120061002,0
3490,371290120061003,0
3491,371290120061004,0
3492,371290120061005,0
3493,371290120061006,0
3494,371290120061007,0
3495,371290120061008,0
3496,371290120061009,0
3497,371290120061010,0
3498,371290120061011,161
3499,371290120061012,0
3500,371290120061013,0
3501,371290120061014,0
3502,371290120061015,24
3503,371290120061016,0
3504,371290120061017,0
3505,371290120061018,0
3506,371290120061019,0
3507,371290120061020,0
3508,371290120061021,0
3509,371290120061022,0
3510,371290120061023,37
3511,371290120061024,28
3512,371290120061025,35
3513,371290120061026,0
3514,371290120061027,0
3515,371290120061028,1
3516,371290120061029,0
3517,371290120061030,0
3518,371290120061031,0
3519,371290120061032,0
3520,371290120061033,0
3521,371290120061034,0
3522,371290120061035,114
3523,371290120061036,0
3524,371290120061037,35
3525,371290120061038,74
3526,371290120061039,0
3527,371290120061040,0
3528,371290120061041,0
3529,371290120061042,0
3530,371290120061043,0
3531,371290120061044,0
3532,371290120061045,46
3533,371290120061046,49
3534,371290120061047,41
3535,371290120061048,46
3536,371290120061049,130
3537,371290120061050,44
3538,371290120061051,34
3539,371290120061052,210
3540,371290120061053,35
3541,371290120061054,45
3542,371290120061055,50
3543,371290120061056,71
3544,371290120061057,49
3545,371290120061058,41
3546,371290120061059,53
3547,371290120061060,0
3548,371290120061061,0
3549,371290120061062,496
3550,371290120061063,0
3551,371290120061064,72
3552,371290120061065,0
3553,371290120062000,0
3554,371290120062001,425
3555,371290120062002,55
3556,371290120062003,46
3557,371290120062004,0
3558,371290120062005,66
3559,371290120062006,0
3560,371290120062007,32
3561,371290120062008,61
3562,371290120062009,73
3563,371290120062010,0
3564,371290120062011,27
3565,371290120062012,0
3566,371290120062013,41
3567,371290120062014,0
3568,371290120062015,0
3569,371290120062016,0
3570,371290120062017,0
3571,371290120062018,0
3572,371290120062019,0
3573,371290120062020,0
3574,371290120062021,0
3575,371290120062022,0
3576,371290120062023,0
3577,371290120062024,0
3578,371290120062025,0
3579,371290120062026,0
3580,371290120062027,0
3581,371290120062028,0
3582,371290120062029,0
3583,371290120062030,0
3584,371290120062031,0
3585,371290120062032,0
3586,371290120062033,0
3587,371290120062034,0
3588,371290120062035,0
3589,371290120062036,278
3590,371290120062037,45
3591,371290120062038,37
3592,371290120062039,125
3593,371290120062040,46
3594,371290120062041,61
3595,371290120062042,266
3596,371290120062043,60
3597,371290120062044,0
3598,371290120062045,0
3599,371290120062046,0
3600,371290120062047,0
3601,371290120062048,0
3602,371290120062049,0
3603,371290120062050,0
3604,371290120062051,0
3605,371290120062052,0
3606,371290120062053,100
3607,371290120062054,0
3608,371290120062055,0
3609,371290120062056,0
3610,371290120062057,0
3611,371290120071000,0
3612,371290120071001,0
3613,371290120071002,0
3614,371290120071003,0
3615,371290120071004,650
3616,371290120071005,8
3617,371290120071006,36
3618,371290120071007,80
3619,371290120071008,495
3620,371290120071009,0
3621,371290120071010,0
3622,371290120071011,0
3623,371290120071012,0
3624,371290120071013,0
3625,371290120071014,0
3626,371290120071015,0
3627,371290120071016,97
3628,371290120071017,0
3629,371290120071018,21
3630,371290120071019,158
3631,371290120071020,25
3632,371290120071021,70
3633,371290120071022,0
3634,371290120071023,42
3635,371290120071024,64
3636,371290120071025,24
3637,371290120071026,29
3638,371290120071027,19
3639,371290120072000,0
3640,371290120072001,518
3641,371290120072002,10
3642,371290120072003,10
3643,371290120072004,40
3644,371290120072005,38
3645,371290120072006,0
3646,371290120072007,0
3647,371290120072008,329
3648,371290120072009,49
3649,371290120072010,48
3650,371290120072011,13
3651,371290120072012,85
3652,371290120072013,300
3653,371290120072014,31
3654,371290120072015,99
3655,371290120072016,56
3656,371290120072017,0
3657,371290120072018,0
3658,371290120072019,0
3659,371290120072020,21
3660,371290120072021,0
3661,371290120072022,0
3662,371290120072023,0
3663,371290120072024,264
3664,371290120072025,10
3665,371290120072026,7
3666,371290120072027,22
3667,371290120072028,46
3668,371290120072029,38
3669,371290120072030,0
3670,371290120072031,29
3671,371290120072032,29
3672,371290120072033,0
3673,371290120072034,25
3674,371290120072035,0
3675,371290120081000,0
3676,371290120081001,0
3677,371290120081002,0
3678,371290120081003,0
3679,371290120081004,151
3680,371290120081005,21
3681,371290120081006,127
3682,371290120081007,58
3683,371290120081008,31
3684,371290120081009,52
3685,371290120081010,41
3686,371290120081011,200
3687,371290120081012,37
3688,371290120081013,37
3689,371290120081014,0
3690,371290120081015,107
3691,371290120081016,0
3692,371290120081017,76
3693,371290120081018,195
3694,371290120081019,0
3695,371290120081020,146
3696,371290120081021,154
3697,371290120081022,103
3698,371290120081023,165
3699,371290120081024,32
3700,371290120081025,153
3701,371290120081026,0
3702,371290120081027,71
3703,371290120081028,40
3704,371290120081029,567
3705,371290120081030,73
3706,371290120081031,43
3707,371290120081032,21
3708,371290120081033,0
3709,371290120081034,0
3710,371290120081035,0
3711,371290120081036,0
3712,371290120081037,0
3713,371290120082000,64
3714,371290120082001,169
3715,371290120082002,0
3716,371290120082003,0
3717,371290120082004,110
3718,371290120082005,0
3719,371290120082006,5
3720,371290120082007,7
3721,371290120082008,168
3722,371290120082009,77
3723,371290120082010,313
3724,371290120082011,0
3725,371290120082012,0
3726,371290120082013,0
3727,371290120082014,0
3728,371290120082015,132
3729,371290120082016,0
3730,371290120082017,105
3731,371290120082018,0
3732,371290120082019,700
3733,371290120082020,0
3734,371290120082021,7
3735,371290120082022,37
3736,371290120082023,0
3737,371290120082024,50
3738,371290120082025,128
3739,371290120082026,99
3740,371290120082027,0
3741,371290120082028,0
3742,371290120082029,82
3743,371290120082030,47
3744,371290120082031,136
3745,371290120082032,80
3746,371290120082033,0
3747,371290120082034,0
3748,371290120082035,0
3749,371290120082036,16
3750,371290120082037,0
3751,371290120082038,23
3752,371290120082039,0
3753,371290120082040,18
3754,371290120082041,0
3755,371290120082042,0
3756,371290120082043,0
3757,371290120082044,0
3758,371290120082045,51
3759,371290120082046,67
3760,371290120082047,38
3761,371290120082048,0
3762,371290120082049,0
3763,371290120082050,0
3764,371290120082051,0
3765,371290120082052,0
3766,371290120082053,0
3767,371290120082054,0
3768,371290120082055,0
3769,371290120082056,0
3770,371290120082057,0
3771,371290120082058,0
3772,371290120082059,0
3773,371290120082060,0
3774,371290120082061,0
3775,371290120091000,175
3776,371290120091001,45
3777,371290120091002,25
3778,371290120091003,18
3779,371290120091004,0
3780,371290120091005,438
3781,371290120091006,29
3782,371290120091007,36
3783,371290120091008,49
3784,371290120091009,69
3785,371290120091010,55
3786,371290120091011,67
3787,371290120091012,52
3788,371290120091013,54
3789,371290120091014,392
3790,371290120091015,0
3791,371290120091016,10
3792,371290120091017,44
3793,371290120091018,62
3794,371290120091019,18
3795,371290120091020,0
3796,371290120091021,0
3797,371290120091022,53
3798,371290120091023,342
3799,371290120091024,29
3800,371290120091025,64
3801,371290120091026,124
3802,371290120091027,33
3803,371290120091028,46
3804,371290120091029,105
3805,371290120091030,69
3806,371290120091031,66
3807,371290120091032,27
3808,371290120091033,29
3809,371290120091034,29
3810,371290120091035,30
3811,371290120092000,80
3812,371290120092001,120
3813,371290120092002,68
3814,371290120092003,136
3815,371290120092004,48
3816,371290120092005,26
3817,371290120092006,36
3818,371290120092007,34
3819,371290120092008,185
3820,371290120092009,0
3821,371290120092010,0
3822,371290120092011,0
3823,371290120092012,70
3824,371290120092013,56
3825,371290120092014,75
3826,371290120092015,11
3827,371290120092016,16
3828,371290120092017,180
3829,371290120092018,0
3830,371290120092019,18
3831,371290120092020,46
3832,371290120092021,106
3833,371290120092022,0
3834,371290120092023,100
3835,371290120092024,87
3836,371290120092025,231
3837,371290120092026,63
3838,371290120092027,19
3839,371290120092028,58
3840,371290120092029,77
3841,371290120092030,0
3842,371290120092031,0
3843,371290120092032,13
3844,371290120092033,10
3845,371290120093000,6
3846,371290120093001,173
3847,371290120093002,25
3848,371290120093003,11
3849,371290120093004,0
3850,371290120093005,72
3851,371290120093006,0
3852,371290120093007,29
3853,371290120093008,133
3854,371290120093009,222
3855,371290120093010,18
3856,371290120093011,0
3857,371290120093012,38
3858,371290120093013,36
3859,371290120093014,551
3860,371290120093015,23
3861,371290120093016,26
3862,371290120093017,19
3863,371290120093018,49
3864,371290120093019,44
3865,371290120093020,33
3866,371290120093021,59
3867,371290120093022,89
3868,371290120093023,25
3869,371290120093024,93
3870,371290120093025,0
3871,371290120093026,25
3872,371290120093027,117
3873,371290120093028,212
3874,371290120093029,103
3875,371290120093030,35
3876,371290120093031,18
3877,371290120093032,29
3878,371290120093033,14
3879,371290120093034,15
3880,371290120093035,10
3881,371290120093036,29
3882,371290120093037,28
3883,371290120101000,67
3884,371290120101001,209
3885,371290120101002,51
3886,371290120101003,26
3887,371290120101004,27
3888,371290120101005,52
3889,371290120101006,13
3890,371290120101007,31
3891,371290120101008,33
3892,371290120101009,39
3893,371290120101010,47
3894,371290120101011,37
3895,371290120101012,38
3896,371290120101013,111
3897,371290120101014,23
3898,371290120101015,16
3899,371290120101016,67
3900,371290120101017,0
3901,371290120101018,0
3902,371290120101019,44
